id,numero,nome,endereco,projeto,canal,porte,observacao,domicilio,status,insert_data,update_data,lat,lng,porte_especial,cidade_consulta,cep_consulta
143542,577,IRLANDA S. SOUZA,"TRAVESSA FRANCISCO CALDEIRA CASTELO BRANCO, 1304 - SEM COMPLEMENTO - SAO BRAZ - 66063-000 - BELEM/PA",AT,ASSISTÊNCIA TÉCNICA,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757118,1744035867,-1.4542706,-48.4708197,n,Belém,66017-000
143538,572,INOVAR AMBIENTAL,"AV BEIRA-RIO, 6058 - SEM COMPLEMENTO - DISTRITO INDUSTRIAL DEPUTADO SIMAO DA CUNHA, - 33.040-260 - SANTA LUZIA/MG",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757116,1744035865,-1.3362758,-48.3539219,n,Belém,66017-000
143376,390,CONCAVES ,"PASSAGEM BRASILIA, 125 - SEM COMPLEMENTO - TERRA FIRME - 66077-291 - BELEM/PA",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756907,1744035786,-1.4581586,-48.4516168,n,Belém,66017-000
143056,57,ASSISTÊNCIA TÉCNICA S R DA SILVA FERREIRA - EIRELI,"RUA ANTONIO BARRETO, 672 - SEM COMPLEMENTO - UMARIZAL - 66055-050 - BELEM/PA",AT,VAREJO,t,SEGUIR AS ORIENTACOES DO PONTO DE RECEBIMENTO PARA OS PRODUTOS QUE NAO COUBEREM NO COLETOR,n,a,1706756756,1706756756,-1.4446637,-48.4824939,n,Belém,66017-000
146034,4351,A B S BATISTA CAVALERO COMERCIO E SERVICOS LTDA,"RUA EUCLIDES DA CUNHA, 280 - SEM COMPLEMENTO - CASTANHEIRA - 66645-130 - BELEM/PA",AT,ASSISTÊNCIA TÉCNICA,t,SEGUIR AS ORIENTACOES DO PONTO DE RECEBIMENTO PARA OS PRODUTOS QUE NAO COUBEREM NO COLETOR,n,a,1706758298,1706758298,-1.4060783,-48.4285801,n,Belém,66017-000
146861,6124,F & R INFORMATICA LTDA,"QUADRA DEZESSEIS ACJ GERALDO PALMEIRA, 17 - LETRA A LOJATERREO - CENTRO - ANANINDEUA/PA - 67040-160",PARCEIRO,,t,"EM CASO DE DUVIDA, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1729009307,1745357146,-1.3522490466345316,-48.36428989857263,n,Belém,66017-000
145693,4002,MAGAZINE LUIZA S/A - SANTA RITA,"PC JOAO PESSOA, 28 - SEM COMPLEMENTO - SEM BAIRRO - 58.300-140 - SANTA RITA/PB",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758131,1745356600,-7.1461478,-34.9692045,n,João Pessoa,58013-000
145625,3926,PREFEITURA DE JOAO PESSOA /PB - EMLUR - PONTO DE RECEBIMENTO,"HILTON SOUTO MAIOR, 4619 - SEM COMPLEMENTO - A MANGABEIRA - 58030-090 - JOAO PESSOA/PB",ERP,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758099,1745356565,-7.1618960,-34.8236408,n,João Pessoa,58013-000
145506,3778,MAGAZINE LUIZA S/A - MANGABEIRA SHOPPING CENTER,"HILTON SOUTO MAIOR, 3901 - SEM COMPLEMENTO - SEM BAIRRO - 58.073-212 - JOAO PESSOA/PB",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758039,1745356501,-7.1621988,-34.8305084,n,João Pessoa,58013-000
143573,609,MAGAZINE LUIZA S/A - JOAO PESSOA - SHOP MANAIRA,"MANOEL ARRUDA CAVALCANTI, 805 - SEM COMPLEMENTO - SEM BAIRRO - 58.038-680 - JOAO PESSOA/PB",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757131,1744035882,-7.0988720,-34.8446609,n,João Pessoa,58013-000
143572,608,MAGAZINE LUIZA S/A - JOAO PESSOA - MANGABEIRA,"JOSEFA TAVEIRA, 32 - SEM COMPLEMENTO - SEM BAIRRO - 58.055-000 - JOAO PESSOA/PB",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757130,1744035881,-7.1623720,-34.8386200,n,João Pessoa,58013-000
143571,607,MAGAZINE LUIZA S/A - JOAO PESSOA - EPITACIO,"PRESIDENTE EPITACIO PESSOA, 2737 - SEM COMPLEMENTO - SEM BAIRRO - 58.030-002 - JOAO PESSOA/PB",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757130,1744035881,-7.1188352,-34.8814339,n,João Pessoa,58013-000
143570,606,MAGAZINE LUIZA S/A - JOAO PESSOA - ALMIRANTE BARROSO,"ALMIRANTE BARROSO, 71 - SEM COMPLEMENTO - SEM BAIRRO - 58.013-120 - JOAO PESSOA/PB",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757129,1744035880,-7.1185299,-34.8773964,n,João Pessoa,58013-000
143569,605,MAGAZINE LUIZA S/A - JOAO PESSOA - 13 DE MAIO,"RUA TREZE DE MAIO, 127 - SEM COMPLEMENTO - SEM BAIRRO - 58.013-070 - JOAO PESSOA/PB",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757129,1744035880,-7.1177578,-34.8817750,n,João Pessoa,58013-000
143390,404,CRFO JOAO PESSOA BANCARIOS,"RUA EMPRESARIO JOAO RODRIGUES ALVES, 100 - LOJA 101 - JARDIM SAO PAULO - 58.051-000 - JOAO PESSOA/PB",CARREFOUR,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756914,1744035792,-7.1465172,-34.8500174,n,João Pessoa,58013-000
143189,199,CENTRAL INAUGURADA DA LOGÍSTICA REVERSA DE ELETROELETRÔNICOS DE JOÃO PESSOA,"AVENIDA HILTON SOUTO MAIOR,  4619-A - SEM COMPLEMENTO - MANGABEIRA - 58055-018 - JOAO PESSOA/PB",PREFEITURA,MUNICIPALIDADE,t,"FUNCIONAMENTO DE SEGUNDA A SEXTA-FEIRA, DAS 8H AS 17H",n,a,1706756819,1745355403,-7.1618960,-34.8236408,n,João Pessoa,58013-000
143151,161,CARREFOUR JOAO PESSOA,"RUA FRANCISCO LEOCADIO RIBEIRO COUTINHO, 701 - SEM COMPLEMENTO - AEROCLUBE - 58.036-450 - JOAO PESSOA/PB",CARREFOUR,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756799,1744035768,-7.0850353,-34.8430604,n,João Pessoa,58013-000
145643,3949,MAGAZINE LUIZA S/A - RECIFE (SHOP TACARUNA),"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 153 - SEM COMPLEMENTO - SEM BAIRRO - 50.110-000 - RECIFE/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758107,1745356576,-8.0473653,-34.8914681,n,Recife,50010-240
145642,3948,MAGAZINE LUIZA S/A - RECIFE - SHOP RECIFE,"RUA CARAPUCEIRO, 777 - SEM COMPLEMENTO - SEM BAIRRO - 51.020-900 - RECIFE/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758107,1745356573,-8.1189455,-34.9048274,n,Recife,50010-240
145640,3946,MAGAZINE LUIZA S/A - RECIFE - IMBIRIBEIRA,"MARECHAL MASCARENHAS DE MORAIS, 2252 - SEM COMPLEMENTO - SEM BAIRRO - 51.150-001 - RECIFE/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758106,1745356572,-7.9929609,-34.8396007,n,Recife,50010-240
145579,3878,MAGAZINE LUIZA S/A - OLINDA (SHOPPING PATTEO),"RUA CARMELITA SOARES MUNIZ DE ARAUJO, 225 - SEM COMPLEMENTO - SEM BAIRRO - 53.130-645 - OLINDA/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758076,1745356539,-7.9934779,-34.8402871,n,Recife,50010-240
145523,3795,MIDEA - TOTALINE RECIFE,"AVENIDA MARECHAL MASCARENHAS DE MORAES, 2713 - SEM COMPLEMENTO - IBIRIBEIRA - 51150-003 - RECIFE/PE",ASSOCIADO,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758048,1745356511,-8.1083840,-34.9115204,n,Recife,50010-240
145478,3750,MAGAZINE LUIZA S/A - MAGAZINE LUIZA JABOATAO DOS GUARARAPES,"AVENIDA BARAO DE LUCENA, 197 - SEM COMPLEMENTO - SEM BAIRRO - 54110-005 - JABOATAO DOS GUARARAPES/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758025,1745356485,-8.1121905,-35.0155171,n,Recife,50010-240
145416,3685,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"AVENIDA BEBERIBE, 4575 - SEM COMPLEMENTO - BEBERIBE - 52.130-325 - RECIFE/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757994,1745356452,-8.0038144,-34.8975335,n,Recife,50010-240
145415,3684,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"AVENIDA REPUBLICA DO LIBANO, 251 - SEM COMPLEMENTO - PINA - 51.110-160 - RECIFE/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757994,1745356451,-8.0873317,-34.8914036,n,Recife,50010-240
145414,3683,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"RUA PADRE LEMOS, 197 - SEM COMPLEMENTO - CASA AMARELA - 52.070-200 - RECIFE/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757994,1745356450,-8.0250146,-34.9179472,n,Recife,50010-240
145413,3682,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"RUA DA CONCORDIA, 188 - SEM COMPLEMENTO - SANTO ANTONIO - 50.010-520 - RECIFE/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757993,1745356449,-8.0654336,-34.8815638,n,Recife,50010-240
143393,407,CRN,"TV DA TRINDADE, 84 - SEM COMPLEMENTO - SAO JOSE - 50.090-070 - RECIFE/PE",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756915,1744035793,-8.0735399,-34.8880908,n,Recife,50010-240
143183,193,MAGAZINE LUIZA S/A - CAVALEIRO,"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 1178 - SEM COMPLEMENTO - SEM BAIRRO - 54.250-000 - JABOATAO DOS GUARARAPES/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756815,1744035779,-8.0908368,-34.9733769,n,Recife,50010-240
143160,170,CARREFOUR RECIFE,"RUA JOSE BONIFACIO, 1315 - SEM COMPLEMENTO - TORRE - 50.710-901 - RECIFE/PE",CARREFOUR,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756803,1744035772,-8.0404474,-34.9103415,n,Recife,50010-240
143140,150,CARREFOUR BOA VIAGEM,"RUA FRANCISCO DA CUNHA, 919 - SEM COMPLEMENTO - BOA VIAGEM - 51.020-041 - RECIFE/PE",CARREFOUR,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756794,1744035764,-8.1158695,-34.8963811,n,Recife,50010-240
143106,113,MAGAZINE LUIZA S/A - CAMARAGIBE,"DR BELMINO CORREIA, 1716 - SEM COMPLEMENTO - SEM BAIRRO - 54.762-303 - CAMARAGIBE/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756779,1744035757,-8.0200472,-34.9807605,n,Recife,50010-240
143100,107,MAGAZINE LUIZA S/A - CABO,"RUA TEIXEIRA DE SA, 13 - SEM COMPLEMENTO - SEM BAIRRO - 54.505-551 - CABO DE SANTO AGOSTINHO/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756776,1744035756,-8.2872588,-35.0339764,n,Recife,50010-240
143026,24,MAGAZINE LUIZA S/A - ABREU E LIMA,"AVENIDA DUQUE DE CAXIAS, 856 - SEM COMPLEMENTO - SEM BAIRRO - 53.580-020 - ABREU E LIMA/PE",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706756742,1744035734,-7.9054787,-34.9049499,n,Recife,50010-240
146262,4579,ASSISTÊNCIA TÉCNICA JULIANA ARAUJO DE OLIVEIRA REFRIGERACAO,"AVENIDA INACIO MONTEIRO, 860 - SEM COMPLEMENTO - CORDEIRO - 50721-275 - RECIFE/PE",AT,VAREJO,t,SEGUIR AS ORIENTACOES DO PONTO DE RECEBIMENTO PARA OS PRODUTOS QUE NAO COUBEREM NO COLETOR,n,a,1706758421,1706758421,-8.0519124,-34.9336711,n,Recife,50010-240
145534,3833,MP3 - PONTO DE RECEBIMENTO,"AVENIDA VALTER ALENCAR, 762 - SEM COMPLEMENTO - SAO PEDRO - 64.019-625 - TERESINA/PI",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758053,1745356516,-5.1153092,-42.8095264,n,Teresina,64000-060
145503,3775,MAGAZINE LUIZA S/A - MAGAZINE LUIZA TERESINA - DIRCEU,"AVENIDA JOAQUIM NELSON, 0 - SEM COMPLEMENTO - SEM BAIRRO - 64078225 - TERESINA/PI",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758038,1745356499,-5.1070862,-42.7527783,n,Teresina,64000-060
145502,3774,MAGAZINE LUIZA S/A - MAGAZINE LUIZA TERESINA - CENTRO NORTE,"COELHO RODRIGUES, 1044 - SEM COMPLEMENTO - SEM BAIRRO - 64000080 - TERESINA/PI",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758037,1745356498,-5.0909553,-42.8158334,n,Teresina,64000-060
145733,4045,SETE AMBIENTAL,"RUA CARLOS DE LAET, 4251 - SEM COMPLEMENTO - BOQUEIRAO - 81.650-040 - CURITIBA/PR",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758150,1745356617,-25.4993190,-49.2341610,n,Curitiba,80020-310
145639,3945,RECICLATECH,"RUA MARGINAL JOSE DE ANCHIETA, 740 - SEM COMPLEMENTO - VILA GUARANI - 83.408-010 - COLOMBO/PR",PARCEIRO,PARCEIRO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",s,a,1706758105,1745356572,-25.3725863,-49.1911592,n,Curitiba,80020-310
145438,3709,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"RUA QUINZE DE NOVEMBRO, 1831 - SEM COMPLEMENTO - SEM BAIRRO - 83.005-000 - SAO JOSE DOS PINHAIS/PR",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706758005,1745356463,-25.5345818,-49.2032653,n,Curitiba,80020-310
145396,3665,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"RUA CESAR CARELLI, 180 - SEM COMPLEMENTO - SEM BAIRRO - 83.833-054 - FAZENDA RIO GRANDE/PR",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757985,1745356441,-25.6444789,-49.3146484,n,Curitiba,80020-310
145393,3662,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"AVENIDA REPUBLICA ARGENTINA, 4821 - SEM COMPLEMENTO - SEM BAIRRO - 81.050-001 - CURITIBA/PR",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757984,1745356439,-25.4883154,-49.2939069,n,Curitiba,80020-310
145391,3660,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"RUA IZAAC FERREIRA DA CRUZ, 3454 - SEM COMPLEMENTO - SEM BAIRRO - 81.910-000 - CURITIBA/PR",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757983,1745356438,-25.4574065,-49.2889828,n,Curitiba,80020-310
145390,3659,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"AVENIDA VICTOR FERREIRA DO AMARAL, 2633 - SEM COMPLEMENTO - SEM BAIRRO - 82.810-350 - CURITIBA/PR",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757982,1745356437,-25.4287320,-49.2146097,n,Curitiba,80020-310
145389,3658,MAGAZINE LUIZA S/A - MAGAZINE LUIZA,"AVENIDA MARECHAL FLORIANO PEIXOTO, 5899 - SEM COMPLEMENTO - HAUER - 81.610-000 - CURITIBA/PR",MAGAZINE LUIZA,VAREJO,t,"EM CASO DE DÚVIDA OU PARA DESCARTE DE PRODUTOS DE MAIOR PORTE COMO GELADEIRAS E FOGÕES, POR FAVOR ENTRAR EM CONTATO VIA E-MAIL: COLETA@ABREE.ORG.BR OU VIA WHATSAPP +55 11 97811-6126 E +55 11 98991-4558",n,a,1706757982,1745356437,-25.4795261,-49.2479085,n,Curitiba,80020-310
